1,0.9720342805593144,0.9737118822292324,0.8768729892971517,1626
2,0.9341452413170952,0.9337539432176656,0.930653992669292,2286
3,0.7983761840324763,0.807570977917981,0.921131366132685,969
4,0.9607577807848444,0.964248159831756,0.9070664043098757,2152
5,0.9747406405051872,0.9674027339642481,0.913431435615556,5001
6,0.9621109607577808,0.964248159831756,0.9400791311368994,3359
7,0.9724853405502932,0.9684542586750788,0.9431287546296778,2779
8,0.670275146594497,0.6319663512092534,0.8647657498620305,827
9,0.9354984212900316,0.9327024185068349,0.9058548687274618,2499
10,0.6720793865584123,0.6319663512092534,0.8920971688974854,152
11,0.9544429409111412,0.9495268138801262,0.9196480046387723,1623
12,0.9828597203428056,0.9705573080967402,0.9037968339867575,3557
13,0.9846639603067208,0.9716088328075709,0.9508616259869228,2438
14,0.9738385205232296,0.9684542586750788,0.9553742651606012,2102
15,0.927830401443392,0.9053627760252366,0.8903521086981916,5001
16,0.8475417230491655,0.8296529968454258,0.9076117744674853,3147
17,0.9747406405051872,0.9684542586750788,0.9575981831719105,1095
18,0.9562471808750563,0.9453207150368034,0.875436708343593,2765
19,0.984212900315742,0.9547844374342797,0.9458722037988722,2662
20,0.9778980604420388,0.9684542586750788,0.9504598738705834,3316
21,0.9788001804239964,0.9631966351209253,0.9422665253976253,2343
22,0.9801533603969328,0.9705573080967402,0.9535176868730021,2379
23,0.984212900315742,0.953732912723449,0.906114382954267,4660
24,0.9783491204330176,0.9043112513144059,0.9295968604198623,5001
25,0.8516012629679748,0.8222923238696109,0.9337708231535717,3595
26,0.8610735227785296,0.8117770767613038,0.8975716184500147,3204
27,0.9675236806495264,0.9379600420609885,0.7192043635462259,2584
28,0.5105999097880018,0.47528916929547843,0.5106009637663554,5
29,0.5105999097880018,0.47528916929547843,0.5106009637663554,5
30,0.5105999097880018,0.47528916929547843,0.5479883511537429,12
